年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,5,1,17,11,臺中市,太平區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,19,,1,4,,B02,120.717924,24.119933,3
2021,5,1,17,12,臺中市,豐原區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,3,3,3,1,17,21,2,1,3,4,B03,7,9,1,8,6,1,,21,21,1,21,8,B03,120.728683,24.276674,2
2021,5,1,17,17,臺中市,北屯區,0,4,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,21,8,C03,120.694214,24.171297,2
2021,5,1,17,20,臺中市,西屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,17,23,2,9,3,4,C03,7,9,1,8,2,14,,23,23,1,22,8,C03,120.621206,24.189718,2
2021,5,1,17,25,臺中市,西屯區,0,3,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,3,1,2,16,7,2,9,1,1,C03,7,8,1,10,2,12,,7,7,1,21,8,C03,120.650295,24.162607,2
2021,5,1,17,28,臺中市,北屯區,0,2,0,8,2,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,3,10,1,1,B12,7,5,1,8,2,1,,8,8,1,4,8,B12,120.6919,24.1751,2
2021,5,1,17,30,臺中市,北區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,4,5,2,17,23,3,10,1,1,B12,7,11,1,8,2,4,,23,23,1,22,9,B12,120.682381,24.146191,2
2021,5,1,17,35,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,44,23,1,21,,B03,120.685963,24.172276,3
2021,5,1,17,36,臺中市,北區,0,2,0,7,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,13,,8,8,1,5,8,C03,120.680311,24.16499,2
2021,5,1,17,39,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,C03,,,1,,2,,,43,43,1,5,,C03,120.688581,24.182151,3
2021,5,1,17,43,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,,,C03,120.68398,24.120404,3
2021,5,1,17,46,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C04,,,1,,11,,,17,,2,5,,C04,120.662386,24.150858,3
2021,5,1,17,46,臺中市,北屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,1,1,1,4,4,2,16,7,3,10,1,1,B12,7,8,1,8,2,6,,7,7,1,9,7,B12,120.686316,24.185658,2
2021,5,1,17,49,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,,,B03,120.59293,24.182931,3
2021,5,1,17,56,臺中市,沙鹿區,0,1,0,8,2,5,30,11,9,1,5,2,5,4,4,4,10,5,5,1,11,5,2,9,1,1,C03,7,9,1,10,2,14,,5,5,1,5,8,C03,120.603858,24.241086,2
2021,5,1,18,7,臺中市,北區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,18,23,2,9,1,1,C03,7,4,1,10,2,14,,23,23,1,22,9,C03,120.673873,24.16293,2
2021,5,1,18,12,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.622626,24.149838,3
2021,5,1,18,19,臺中市,南屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,3,4,C03,7,9,1,10,2,11,,25,25,1,12,8,C03,120.631748,24.125774,2
2021,5,1,18,20,臺中市,清水區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,2,18,2,11,,6,6,1,16,8,C03,120.61619,24.2944,2
2021,5,1,18,33,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.66374,24.147411,3
2021,5,1,18,34,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,13,16,,,,,B03,,,1,,1,1,,16,16,1,22,,B03,120.652986,24.204698,3
2021,5,1,18,35,臺中市,北屯區,0,0,0,8,3,5,50,14,7,1,5,4,5,7,4,4,4,3,4,2,16,10,3,10,1,1,B03,7,11,1,8,2,8,,10,10,1,21,8,B03,120.681305,24.19165,3
2021,5,1,18,41,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,5,,B03,120.673616,24.16686,3
2021,5,1,18,43,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,18,42,2,9,1,1,C03,7,12,1,10,2,12,,42,42,1,5,8,C03,120.717777,24.103055,2
2021,5,1,18,52,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,4,,B03,120.655593,24.173388,3
2021,5,1,18,58,臺中市,豐原區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B12,7,5,1,8,2,5,,6,6,1,22,8,B12,120.712355,24.245505,2
2021,5,1,18,59,臺中市,豐原區,0,3,0,7,3,5,50,4,2,1,5,4,5,7,1,1,8,3,4,1,17,8,2,8,3,4,C03,7,5,1,10,2,14,,8,8,1,21,8,C03,120.716536,24.260611,2
2021,5,1,19,12,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,C03,,,1,,2,,,6,6,1,5,,C03,120.677133,24.144552,3
2021,5,1,19,12,臺中市,霧峰區,0,1,0,8,3,5,70,14,8,1,5,4,5,7,4,4,1,4,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,5,8,C03,120.695953,24.055593,2
2021,5,1,19,15,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,43,,1,,,,120.547491,24.200678,3
2021,5,1,19,20,臺中市,大甲區,0,1,0,8,3,5,60,14,8,1,5,4,5,7,4,4,1,4,4,1,18,22,2,9,1,1,C03,7,9,1,10,2,15,,22,22,1,21,8,C03,120.613078,24.331808,2
2021,5,1,19,24,臺中市,大里區,0,1,0,8,3,5,50,3,2,1,5,4,5,7,3,1,1,4,4,2,16,6,3,10,1,1,B03,7,8,1,8,2,2,,6,6,1,4,8,B03,120.689788,24.075608,2
2021,5,1,19,45,臺中市,外埔區,0,3,0,8,3,5,40,14,7,1,5,4,5,7,4,4,5,5,4,1,17,7,2,9,1,1,C03,7,7,1,10,2,14,,7,7,1,22,8,C03,120.642747,24.339144,2
2021,5,1,19,47,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B12,,,1,,2,,,42,42,1,5,,B12,120.717306,24.167208,3
2021,5,1,19,55,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,10,,1,5,,B03,120.692452,24.133477,3
2021,5,1,19,57,臺中市,后里區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,4,5,4,1,16,6,3,10,1,1,B12,7,5,1,8,2,1,,6,6,1,21,8,B12,120.718053,24.309655,2
2021,5,1,20,0,臺中市,西區,0,1,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,4,,B03,120.670512,24.146173,3
2021,5,1,20,4,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,4,8,B03,120.620251,24.187225,2
2021,5,1,20,4,臺中市,龍井區,1,0,0,8,3,5,60,4,1,1,5,4,5,7,2,1,10,5,5,2,3,23,3,10,1,1,A11,7,9,1,2,2,8,,23,23,1,10,4,A11,120.574315,24.181149,1
2021,5,1,20,9,臺中市,西區,0,1,0,8,3,5,40,5,1,1,5,4,5,7,2,1,10,5,5,2,18,23,2,7,1,1,C03,7,9,1,10,2,14,,23,23,1,22,8,C03,120.680185,24.134863,2
2021,5,1,20,17,臺中市,北屯區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,4,3,4,2,16,26,3,10,1,1,C03,7,5,1,10,2,11,,26,26,1,21,8,C03,120.691418,24.170038,2
2021,5,1,20,20,臺中市,西屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,1,5,5,2,16,6,3,10,3,4,B03,7,6,1,8,2,5,,6,6,1,22,8,B03,120.623619,24.173746,2
2021,5,1,20,22,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,,,B12,120.655717,24.199224,3
2021,5,1,20,35,臺中市,西區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,5,1,8,2,6,,6,6,1,5,7,B03,120.655803,24.156059,2
2021,5,1,20,43,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,1,8,2,1,,25,25,1,4,8,B03,120.656507,24.199873,2
2021,5,1,20,43,臺中市,豐原區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.712355,24.245505,3
2021,5,1,20,44,臺中市,龍井區,0,4,0,8,3,5,60,4,2,1,5,4,5,7,1,1,10,5,5,2,17,25,2,9,3,4,C03,7,9,1,9,2,14,,44,25,1,22,9,C03,120.575557,24.184952,2
2021,5,1,20,48,臺中市,大里區,0,2,0,8,3,5,30,4,1,1,5,4,5,7,3,1,10,5,5,2,10,5,2,9,1,1,C03,7,9,1,10,2,14,,5,5,1,22,8,C03,120.69451,24.118122,2
2021,5,1,20,53,臺中市,豐原區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.714822,24.251144,3
2021,5,1,20,59,臺中市,中區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,C03,7,9,1,10,2,11,,6,6,1,5,5,C03,120.682117,24.142217,2
2021,5,1,20,59,臺中市,中區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B01,,,1,,2,,,23,,1,4,,B01,120.680497,24.138385,3
2021,5,1,20,59,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,6,,1,21,,B12,120.704449,24.142168,3
2021,5,1,21,39,臺中市,豐原區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,18,21,2,1,1,1,C03,7,9,4,8,8,14,,21,21,1,22,9,C03,120.736925,24.262017,2
2021,5,1,21,55,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,,,B03,120.671958,24.173437,3
2021,5,1,22,6,臺中市,西區,0,1,0,8,3,5,50,4,9,1,5,4,5,7,4,4,5,4,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,5,,9,9,1,4,8,B03,120.673517,24.147762,2
2021,5,1,22,14,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,,,B03,120.709809,24.20077,3
2021,5,1,22,20,臺中市,大里區,0,2,0,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,4,8,C03,120.689854,24.102917,2
2021,5,1,22,23,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,4,8,B03,120.635759,24.168492,2
2021,5,1,22,30,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,,,C03,120.671485,24.173851,3
2021,5,1,22,32,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,43,,1,,,,120.675806,24.169,3
2021,5,1,22,34,臺中市,太平區,0,1,0,8,3,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,,6,6,1,5,5,B03,120.715195,24.108135,2
2021,5,1,23,2,臺中市,豐原區,0,4,0,7,3,5,50,4,2,1,5,4,5,7,1,1,3,3,3,1,17,23,2,8,3,4,B03,7,9,1,8,2,1,,23,23,1,21,8,B03,120.728516,24.275961,2
2021,5,1,23,15,臺中市,大里區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,1,1,B01,7,5,1,4,2,4,,6,6,1,10,4,B01,120.695557,24.099597,2
2021,5,1,23,30,臺中市,豐原區,0,1,0,8,3,5,50,11,9,1,5,4,5,7,4,4,10,5,5,1,11,23,3,10,1,1,B03,7,9,1,8,3,8,,23,23,1,22,9,B03,120.729753,24.228931,2
2021,5,1,23,47,臺中市,中區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.682101,24.142932,3
2021,5,2,0,5,臺中市,北區,0,1,0,8,3,5,40,14,7,1,5,4,5,7,4,4,5,5,5,2,16,19,3,10,1,1,B01,7,1,1,4,2,4,,19,19,1,10,1,B01,120.677629,24.149979,2
2021,5,2,0,12,臺中市,烏日區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,6,,1,4,,B12,120.651418,24.055762,3
2021,5,2,0,50,臺中市,大里區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,20,8,C03,120.68619,24.108558,2
2021,5,2,4,40,臺中市,大里區,0,1,0,8,2,5,40,14,8,1,5,4,5,7,4,4,1,5,4,1,12,23,3,10,1,1,C03,7,9,1,10,2,14,,23,23,1,5,5,C03,120.669101,24.099657,2
2021,5,2,6,48,臺中市,北屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.721543,24.182948,2
2021,5,2,6,53,臺中市,大里區,1,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,9,5,5,2,3,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.693208,24.113118,1
2021,5,2,7,0,臺中市,清水區,0,1,0,8,2,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,17,40,3,10,1,1,B03,7,15,1,8,2,4,,40,40,1,5,1,B03,120.576471,24.26924,2
2021,5,2,7,25,臺中市,豐原區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,42,2,9,3,4,C04,7,5,1,11,2,15,,42,42,1,22,9,C04,120.74816,24.25324,2
2021,5,2,7,45,臺中市,沙鹿區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.56416,24.242816,2
2021,5,2,7,45,臺中市,豐原區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,42,,1,22,,C03,120.7519,24.25922,3
2021,5,2,7,56,臺中市,外埔區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,14,1,10,2,13,,6,6,1,21,8,C03,120.638327,24.34205,2
2021,5,2,8,0,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,3,18,2,12,,14,6,1,20,8,C03,120.660944,24.147863,2
2021,5,2,8,1,臺中市,豐原區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,4,1,4,2,15,25,2,9,1,1,C04,7,9,3,18,2,11,,25,25,1,16,5,C04,120.725569,24.246083,2
2021,5,2,8,20,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,4,,B03,120.69666,24.144718,3
2021,5,2,8,31,臺中市,西區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,6,2,9,3,4,F02,7,5,8,20,2,16,,6,6,1,20,8,F02,120.656139,24.144961,2
2021,5,2,8,40,臺中市,北屯區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,17,42,2,9,1,1,C03,7,9,1,10,2,14,,42,42,1,5,1,C03,120.683501,24.197815,2
2021,5,2,8,44,臺中市,豐原區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,4,5,4,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,20,5,C03,120.716605,24.252513,2
2021,5,2,8,57,臺中市,龍井區,0,1,0,8,1,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,12,42,3,10,3,4,B12,7,6,1,8,2,6,,42,42,1,5,8,B12,120.535593,24.193975,2
2021,5,2,9,15,臺中市,北區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,5,2,17,26,2,9,1,4,C03,7,1,1,10,2,14,,19,26,1,21,8,C03,120.681555,24.159323,2
2021,5,2,9,20,臺中市,南屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,3,51,2,9,4,5,H01,8,16,8,20,10,16,,51,51,1,22,8,H01,120.638976,24.139405,2
2021,5,2,9,20,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,42,,1,22,,B03,120.691681,24.165255,3
2021,5,2,9,20,臺中市,大甲區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,A05,,,1,,2,,,67,,1,,,A05,120.621436,24.347099,3
2021,5,2,9,57,臺中市,東勢區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,21,,B03,120.827318,24.251585,3
2021,5,2,10,0,臺中市,南區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B01,,,1,,2,,,23,,1,,,B01,120.690466,24.136077,3
2021,5,2,10,27,臺中市,神岡區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,5,5,1,11,6,3,10,3,4,B02,7,5,1,8,2,5,,6,6,1,22,9,B02,120.682514,24.243494,2
2021,5,2,10,29,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,19,,C03,120.699068,24.140319,3
2021,5,2,10,30,臺中市,清水區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,6,1,21,,B03,120.612887,24.29031,3
2021,5,2,10,49,臺中市,大安區,0,1,0,8,1,5,50,14,13,1,5,4,5,7,4,4,5,5,5,1,13,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,20,8,C03,120.586463,24.3703,2
2021,5,2,10,56,臺中市,東區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,16,26,3,10,1,1,B03,7,9,1,2,2,1,,26,26,1,4,8,B03,120.689201,24.141138,2
2021,5,2,10,57,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,7,1,,,B03,120.614006,24.183773,3
2021,5,2,11,20,臺中市,太平區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,12,27,2,9,1,1,C03,7,9,1,10,2,12,,16,27,1,5,8,C03,120.7325,24.154444,2
2021,5,2,11,21,臺中市,南屯區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,22,8,B03,120.653109,24.133304,3
2021,5,2,11,21,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,7,1,21,,B03,120.631705,24.169811,3
2021,5,2,11,28,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,5,,C03,120.719839,24.115278,3
2021,5,2,11,30,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,12,,B03,120.700415,24.061083,3
2021,5,2,11,30,臺中市,大甲區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,43,,1,4,,B03,120.629356,24.346816,3
2021,5,2,11,39,臺中市,大里區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,17,23,3,10,3,4,B12,7,5,1,8,2,8,,23,23,1,12,8,B12,120.667885,24.085648,2
2021,5,2,11,48,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.658831,24.150828,3
2021,5,2,11,49,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,21,,C03,120.666962,24.129026,3
2021,5,2,11,54,臺中市,北區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,25,2,9,1,1,C03,7,11,1,10,2,14,,25,25,1,21,8,C03,120.683259,24.152089,2
2021,5,2,11,55,臺中市,大里區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,10,5,5,2,17,23,2,7,1,1,C03,7,9,1,10,2,14,,23,23,1,21,8,C03,120.70429,24.1085,2
2021,5,2,11,57,臺中市,西屯區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,22,8,B03,120.627244,24.177411,2
2021,5,2,12,0,臺中市,中區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,20,8,C03,120.678759,24.147187,2
2021,5,2,12,0,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,11,,,12,12,1,22,,B03,120.634078,24.14502,3
2021,5,2,12,8,臺中市,烏日區,0,1,0,8,1,5,70,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,5,1,8,2,2,,6,6,1,12,8,B12,120.589765,24.113395,2
2021,5,2,12,14,臺中市,西屯區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,1,4,5,2,16,10,3,10,3,4,B03,7,11,1,8,2,2,,10,10,1,21,8,B03,120.659588,24.193089,2
2021,5,2,12,15,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,43,2,5,1,1,C03,7,8,1,10,2,12,,43,43,1,5,8,C03,120.698953,24.172733,2
2021,5,2,12,18,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,,,B03,120.716388,24.147222,3
2021,5,2,12,20,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,12,,1,22,,B02,120.685656,24.196601,3
2021,5,2,12,20,臺中市,龍井區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,3,4,C03,7,5,1,10,2,15,,6,6,1,21,9,C03,120.544578,24.191996,2
2021,5,2,12,21,臺中市,北屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,5,5,4,2,11,26,3,10,1,1,B12,7,5,1,8,2,8,,26,26,1,21,8,B12,120.685883,24.173334,2
2021,5,2,12,32,臺中市,北區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,2,4,5,2,17,23,2,7,1,4,C03,7,9,1,10,2,12,,23,23,1,21,8,C03,120.687451,24.154081,2
2021,5,2,12,38,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.671454,24.163676,3
2021,5,2,12,39,臺中市,西區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,,,,,,B03,,,1,,1,,,44,,1,21,,B03,120.656043,24.151032,3
2021,5,2,12,45,臺中市,沙鹿區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,18,25,2,9,1,1,C03,7,5,1,10,2,14,,25,25,1,18,5,C03,120.580845,24.20966,2
2021,5,2,12,47,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A04,,,1,,2,,,17,,1,10,,A04,120.623893,24.353045,3
2021,5,2,12,50,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,21,,C03,120.643356,24.165863,3
2021,5,2,12,50,臺中市,清水區,0,3,0,8,1,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,1,8,2,5,,25,25,2,5,5,B03,120.54774,24.276935,2
2021,5,2,13,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.624879,24.179851,3
2021,5,2,13,8,臺中市,大甲區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,7,,6,6,1,5,8,B03,120.621582,24.350675,2
2021,5,2,13,10,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,22,8,C03,120.720889,24.175948,2
2021,5,2,13,20,臺中市,大肚區,0,1,0,8,1,5,30,3,9,1,5,4,5,7,4,4,10,5,5,2,9,60,2,9,1,4,C03,7,9,1,10,2,15,,44,60,1,22,9,C03,120.579663,24.173436,2
2021,5,2,13,43,臺中市,南屯區,0,2,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,4,2,13,23,2,9,1,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.640427,24.153738,2
2021,5,2,13,47,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A02,,,1,,2,,,26,,1,,,A02,120.684455,24.142316,3
2021,5,2,13,55,臺中市,太平區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,8,,10,10,1,22,8,B03,120.719722,24.148888,2
2021,5,2,13,55,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,18,,1,22,,B03,120.559351,24.235661,3
2021,5,2,13,59,臺中市,豐原區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,,,C03,120.714972,24.244847,3
2021,5,2,14,0,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.683219,24.165459,3
